SCP, SCP_REFERENCE_N, N_OF_OCCUR
2829, 2829, 20
2830, 2830, 4
2831, 2831, 41
2832, 2832, 49
2833, 2833, 51
2833, 140, 1
2834, 2834, 4
2835, 2835, 8
2836, 2836, 26
2837, 2837, 10
2838, 2838, 18
2839, 2839, 3
2840, 2840, 15
2841, 2841, 7
2842, 2842, 22
2843, 2843, 25
2844, 2844, 3
2845, 2845, 31
2846, 2846, 4
2847, 2847, 13
2848, 2848, 40
2849, 2849, 19
2850, 2850, 14
2851, 2851, 5
2852, 2852, 46
2853, 2853, 22
2854, 2854, 20
2855, 2855, 33
2856, 2856, 18
2857, 2857, 13
2858, 2858, 16
2859, 2859, 24
2860, 2860, 24
2861, 2861, 13
2862, 2862, 33
2863, 2863, 22
2864, 2864, 1
2865, 2865, 14
2866, 2866, 46
2867, 2867, 25
2868, 2868, 15
2869, 2869, 37
2870, 2870, 8
2871, 2871, 30
2872, 2872, 24
2873, 2873, 28
2874, 2874, 16
2875, 2875, 7
2876, 2876, 20
2877, 2877, 5
2878, 2878, 22
2879, 2879, 17
2880, 2880, 2
2881, 2881, 22
2882, 2882, 31
2883, 2883, 25
2884, 2884, 5
2885, 2885, 12
2886, 2886, 17
2887, 2887, 21
2888, 2888, 23
2889, 2889, 32
2890, 2890, 19
2891, 2891, 13
2892, 2892, 35
2893, 2893, 47
2894, 2894, 7
2895, 2895, 37
2896, 2896, 57
2897, 2897, 32
2898, 2898, 6
2899, 2899, 17
2900, 2900, 33
2901, 2901, 58
2902, 2902, 3
2903, 2903, 7
2904, 2904, 20
2905, 2905, 11
2906, 2906, 17
2907, 2907, 4
2908, 2908, 15
2909, 2909, 12
2910, 2910, 9
2911, 2911, 10
2912, 2912, 13
2913, 2913, 17
2914, 2914, 12
2915, 2915, 4
2916, 2916, 19
2916, 423, 1
2917, 2917, 32
2918, 2918, 15
2919, 2919, 26
2920, 2920, 27
2921, 2921, 26
2922, 2922, 7
2923, 2923, 7
2924, 2924, 11
2925, 2925, 43
2926, 2926, 6
2927, 2927, 15
2928, 2928, 21
2929, 2929, 17
2930, 2930, 1
2931, 2931, 4
2932, 2932, 33
2933, 2933, 2
2934, 2934, 11
2935, 2935, 39
2936, 2936, 5
2937, 2937, 10
2938, 2938, 14
2939, 2939, 10
2940, 2940, 18
2941, 2941, 17
2942, 2942, 11
2943, 2943, 19
2943, 2400, 2
2944, 2944, 11
2945, 2945, 15
2946, 2946, 20
2947, 2947, 25
2948, 2948, 24
2949, 2949, 10
2950, 2950, 14
2951, 2951, 14
2952, 2952, 34
2953, 2953, 15
2953, 953, 1
2954, 2954, 3
2955, 2955, 45
2956, 2956, 69
2957, 2957, 9
2958, 2958, 4
2959, 2959, 41
2960, 2960, 29
2961, 2961, 15
2962, 2962, 11
2963, 2963, 12
2964, 2964, 26
2965, 2965, 22
2966, 2966, 42
2967, 2967, 62
2968, 2968, 10
2969, 2969, 30
2970, 2970, 62
2971, 2971, 21
2972, 2972, 17
2973, 2973, 17
2974, 2974, 18
2975, 2975, 15
2976, 2976, 32
2977, 2977, 22
2978, 2978, 18
2979, 2979, 13
2980, 2980, 13
2981, 2981, 27
2982, 2982, 15
2983, 2983, 32
2983, 5057, 1
2984, 2984, 8
2985, 2985, 7
2986, 2986, 8
2987, 2987, 19
2988, 2988, 41
2988, 2746, 3
2989, 2989, 16
2990, 2990, 16
2991, 2991, 26
2992, 2992, 26
2993, 2993, 33
2994, 2994, 11
2995, 2995, 15
2996, 2996, 45
2997, 2997, 12
2998, 2998, 14
2999, 2999, 6
3000, 3000, 53
3001, 3001, 14
3002, 3002, 10
3003, 3003, 28
3004, 3004, 36
3004, 2852, 1
3005, 3005, 21
3006, 3006, 20
3007, 3007, 4
3008, 3008, 14
3009, 3009, 78
3010, 3010, 14
3011, 3011, 48
3012, 3012, 18
3013, 3013, 39
3014, 3014, 52
3015, 3015, 9
3016, 3016, 19
3017, 3017, 52
3018, 3018, 26
3019, 3019, 31
3020, 3020, 34
3021, 3021, 11
3022, 3022, 14
3022, 984, 2
3023, 3023, 11
3024, 3024, 32
3025, 3025, 41
3026, 3026, 16
3027, 3027, 19
3028, 3028, 22
3029, 3029, 14
3030, 3030, 14
3030, 106, 3
3030, 58, 1
3031, 3031, 26
3032, 3032, 16
3033, 3033, 3
3034, 3034, 20
3034, 4054, 1
3035, 3035, 10
3035, 4054, 1
3036, 3036, 31
3037, 3037, 12
3038, 3038, 32
3039, 3039, 12
3040, 3040, 21
3041, 3041, 30
3041, 4054, 1
3042, 3042, 64
3043, 3043, 16
3043, 4054, 1
3044, 3044, 54
3045, 3045, 8
3045, 4054, 1
3046, 3046, 29
3047, 3047, 17
3048, 3048, 25
3049, 3049, 14
3050, 3050, 14
3051, 3051, 25
3051, 10686, 1
3052, 3052, 3
3053, 3053, 7
3054, 3054, 11
3054, 4054, 1
3055, 3055, 30
3056, 3056, 12
3057, 3057, 8
3057, 4054, 1
3058, 3058, 16
3059, 3059, 19
3060, 3060, 37
3060, 2876, 2
3061, 3061, 22
3062, 3062, 28
3063, 3063, 37
3064, 3064, 44
3065, 3065, 24
3066, 3066, 30
3067, 3067, 21
3068, 3068, 27
3069, 3069, 56
3069, 2000, 3
3070, 3070, 5
3071, 3071, 16
3072, 3072, 15
3073, 3073, 21
3074, 3074, 10
3074, 4054, 1
3075, 3075, 2
3076, 3076, 26
3076, 3025, 1
3077, 3077, 12
3078, 3078, 20
3079, 3079, 7
3079, 4054, 1
3080, 3080, 13
3081, 3081, 15
3082, 3082, 16
3083, 3083, 16
3084, 3084, 23
3085, 3085, 18
3086, 3086, 32
3087, 3087, 13
3088, 3088, 15
3089, 3089, 8
3089, 4054, 1
3090, 3090, 42
3090, 951, 3
3090, 890, 3
3091, 3091, 33
3092, 3092, 13
3093, 3093, 13
3094, 3094, 10
3095, 3095, 2
3096, 3096, 13
3097, 3097, 15
3098, 3098, 28
3099, 3099, 2
3100, 3100, 26
3101, 3101, 2
3102, 3102, 36
3103, 3103, 28
3104, 3104, 15
3105, 3105, 25
3106, 3106, 27
3107, 3107, 43
3108, 3108, 21
3109, 3109, 10
3110, 3110, 28
3111, 3111, 18
3112, 3112, 20
3113, 3113, 18
3114, 3114, 32
3115, 3115, 51
3116, 3116, 26
3116, 2726, 1
3117, 3117, 15
3117, 4054, 1
3118, 3118, 10
3119, 3119, 26
3120, 3120, 19
3121, 3121, 33
3122, 3122, 20
3123, 3123, 10
3123, 3088, 2
3124, 3124, 18
3125, 3125, 2
3126, 3126, 31
3127, 3127, 76
3128, 3128, 6
3128, 4054, 1
3129, 3129, 30
3130, 3130, 26
3131, 3131, 32
3132, 3132, 12
3133, 3133, 28
3134, 3134, 39
3135, 3135, 3
3136, 3136, 12
3137, 3137, 11
3138, 3138, 5
3138, 4054, 1
3139, 3139, 8
3140, 3140, 14
3140, 140, 1
3141, 3141, 23
3142, 3142, 12
3143, 3143, 14
3143, 4054, 1
3144, 3144, 9
3145, 3145, 78
3146, 3146, 14
3147, 3147, 16
3148, 3148, 6
3149, 3149, 25
3150, 3150, 15
3151, 3151, 28
3152, 3152, 16
3153, 3153, 21
3154, 3154, 12
3155, 3155, 19
3156, 3156, 34
3157, 3157, 22
3158, 3158, 10
3159, 3159, 15
3160, 3160, 20
3161, 3161, 11
3162, 3162, 93
3163, 3163, 18
3164, 3164, 10
3165, 3165, 59
3166, 3166, 16
3167, 3167, 37
3168, 3168, 9
3169, 3169, 8
3170, 3170, 11
3171, 3171, 54
3172, 3172, 20
3173, 3173, 11
3174, 3174, 29
3175, 3175, 27
3176, 3176, 7
3177, 3177, 12
3178, 3178, 17
3178, 5952, 3
3179, 3179, 35
3180, 3180, 23
3181, 3181, 20
3182, 3182, 26
3183, 3183, 1
3184, 3184, 30
3185, 3185, 11
3186, 3186, 9
3187, 3187, 17
3188, 3188, 20
3189, 3189, 20
3190, 3190, 26
3191, 3191, 31
3192, 3192, 38
3193, 3193, 23
3194, 3194, 29
3195, 3195, 23
3196, 3196, 6
3197, 3197, 7
3198, 3198, 38
3198, 1056, 1
3198, 682, 2
3199, 3199, 31
3200, 3200, 20
3201, 3201, 25
3202, 3202, 22
3203, 3203, 8
3204, 3204, 49
3205, 3205, 23
3206, 3206, 15
3207, 3207, 27
3208, 3208, 11
3209, 3209, 17
3210, 3210, 7
3211, 3211, 2
3212, 3212, 32
3213, 3213, 24
3214, 3214, 21
3215, 3215, 19
3216, 3216, 11
3217, 3217, 17
3218, 3218, 23
3219, 3219, 17
3219, 4054, 1
3220, 3220, 9
3220, 173, 1
3220, 2444, 1
3221, 3221, 10
3222, 3222, 18
3223, 3223, 6
3224, 3224, 8
3225, 3225, 13
3226, 3226, 22
3227, 3227, 51
3228, 3228, 25
3229, 3229, 17
3230, 3230, 10
3231, 3231, 9
3232, 3232, 11
3233, 3233, 57
3234, 3234, 27
3235, 3235, 10
3236, 3236, 2
3237, 3237, 41
3238, 3238, 14
3239, 3239, 23
3240, 3240, 34
3240, 2889, 1
3240, 2547, 1
3241, 3241, 14
3241, 4054, 1
3242, 3242, 3
3243, 3243, 44
3244, 3244, 12
3245, 3245, 19
3246, 3246, 16
3246, 173, 2
3247, 3247, 14
3248, 3248, 14
3249, 3249, 33
3250, 3250, 17
3251, 3251, 25
3252, 3252, 9
3253, 3253, 25
3254, 3254, 25
3255, 3255, 4
3256, 3256, 20
3257, 3257, 24
3258, 3258, 23
3259, 3259, 7
3260, 3260, 17
3261, 3261, 2
3262, 3262, 36
3263, 3263, 9
3264, 3264, 19
3265, 3265, 2
3266, 3266, 22
3267, 3267, 30
3268, 3268, 48
3269, 3269, 20
3270, 3270, 18
3271, 3271, 13
3272, 3272, 9
3273, 3273, 32
3274, 3274, 13
3275, 3275, 18
3276, 3276, 18
3277, 3277, 14
3278, 3278, 16
3279, 3279, 29
3280, 3280, 19
3281, 3281, 12
3282, 3282, 26
3283, 3283, 9
3284, 3284, 26
3285, 3285, 7
3285, 3185, 1
3286, 3286, 27
3286, 5, 1
3287, 3287, 17
3288, 3288, 43
3289, 3289, 34
3290, 3290, 8
3291, 3291, 18
3292, 3292, 22
3293, 3293, 55
3294, 3294, 2
3294, 2602, 5
3295, 3295, 22
3296, 3296, 10
3296, 3485, 2
3297, 3297, 29
3298, 3298, 56
3299, 3299, 9
3300, 3300, 20
3301, 3301, 24
3301, 173, 1
3302, 3302, 5
3303, 3303, 18
3304, 3304, 12
3305, 3305, 11
3306, 3306, 16
3307, 3307, 30
3308, 3308, 26
3309, 3309, 18
3309, 4463, 4
3310, 3310, 61
3310, 978, 1
3311, 3311, 22
3312, 3312, 22
3313, 3313, 18
3314, 3314, 7
3315, 3315, 23
3316, 3316, 6
3317, 3317, 19
3318, 3318, 25
3319, 3319, 31
3319, 1, 4
3320, 3320, 50
3321, 3321, 47
3322, 3322, 29
3323, 3323, 12
3324, 3324, 31
3325, 3325, 8
3326, 3326, 33
3327, 3327, 10
3328, 3328, 18
3329, 3329, 24
3330, 3330, 21
3330, 2400, 1
3331, 3331, 10
3332, 3332, 12
3333, 3333, 59
3334, 3334, 12
3335, 3335, 22
3336, 3336, 24
3337, 3337, 5
3338, 3338, 39
3339, 3339, 18
3340, 3340, 2
3341, 3341, 31
3342, 3342, 41
3343, 3343, 19
3344, 3344, 5
3345, 3345, 36
3346, 3346, 16
3347, 3347, 11
3348, 3348, 10
3349, 3349, 18
3350, 3350, 29
3351, 3351, 8
3352, 3352, 4
3352, 4054, 1
3353, 3353, 23
3354, 3354, 7
3355, 3355, 36
3356, 3356, 26
3357, 3357, 13
3358, 3358, 20
3359, 3359, 43
3360, 3360, 21
3361, 3361, 17
3362, 3362, 31
3363, 3363, 8
3364, 3364, 24
3365, 3365, 16
3366, 3366, 8
3367, 3367, 22
3368, 3368, 40
3369, 3369, 14
3370, 3370, 5
3371, 3371, 15
3372, 3372, 4
3373, 3373, 8
3374, 3374, 13
3375, 3375, 32
3376, 3376, 26
3377, 3377, 8
3378, 3378, 19
3379, 3379, 15
3380, 3380, 2
3381, 3381, 16
3382, 3382, 3
3383, 3383, 23
3384, 3384, 13
3385, 3385, 34
3386, 3386, 11
3387, 3387, 15
3388, 3388, 21
3389, 3389, 21
3390, 3390, 36
3391, 3391, 38
3392, 3392, 40
3393, 3393, 3
3393, 2874, 1
3394, 3394, 37
3395, 3395, 13
3396, 3396, 29
3397, 3397, 19
3398, 3398, 13
3399, 3399, 9
3400, 3400, 12
3401, 3401, 8
3402, 3402, 6
3403, 3403, 9
3404, 3404, 5
3404, 5117, 6
3404, 8, 1
3405, 3405, 13
3406, 3406, 15
3407, 3407, 18
3409, 3409, 10
3410, 3410, 14
3411, 3411, 16
3412, 3412, 10
3413, 3413, 10
3414, 3414, 18
3415, 3415, 22
3416, 3416, 57
3417, 3417, 21
3418, 3418, 12
3419, 3419, 23
3420, 3420, 11
3421, 3421, 13
3422, 3422, 13
3423, 3423, 32
3424, 3424, 12
3425, 3425, 50
3426, 3426, 23
3427, 3427, 13
3428, 3428, 15
3429, 3429, 14
3430, 3430, 15
3431, 3431, 9
3432, 3432, 33
3433, 3433, 19
3434, 3434, 10
3435, 3435, 22
3436, 3436, 31
3437, 3437, 11
3438, 3438, 7
3439, 3439, 18
3440, 3440, 14
3441, 3441, 13
3442, 3442, 18
3443, 3443, 20
3444, 3444, 24
3445, 3445, 10
3446, 3446, 20
3447, 3447, 15
3448, 3448, 37
3448, 2922, 2
3449, 3449, 12
3449, 3959, 1
3450, 3450, 22
3451, 3451, 27
3452, 3452, 19
3453, 3453, 47
3454, 3454, 13
3455, 3455, 35
3456, 3456, 25
3457, 3457, 26
3458, 3458, 23
3459, 3459, 17
3460, 3460, 25
3461, 3461, 10
3461, 4069, 2
3461, 4005, 1
3461, 3703, 1
3461, 2987, 1
3461, 158, 1
3461, 4999, 1
3461, 3434, 1
3461, 3899, 1
3461, 1576, 1
3461, 3667, 1
3461, 2731, 1
3461, 1012, 2
3461, 4009, 1
3461, 1844, 1
3461, 107, 1
3461, 475, 1
3462, 3462, 22
3462, 5, 1
3463, 3463, 63
3464, 3464, 10
3465, 3465, 12
3465, 3153, 1
3466, 3466, 11
3467, 3467, 17
3468, 3468, 32
3468, 68, 1
3469, 3469, 21
3470, 3470, 23
3471, 3471, 15
3472, 3472, 11
3473, 3473, 35
3474, 3474, 40
3475, 3475, 18
3476, 3476, 23
3476, 5963, 1
3476, 5346, 1
3477, 3477, 38
3477, 742, 1
3477, 2736, 1
3478, 3478, 31
3479, 3479, 30
3480, 3480, 16
3481, 3481, 9
3482, 3482, 10
3483, 3483, 34
3484, 3484, 18
3484, 1, 1
3485, 3485, 47
3486, 3486, 25
3487, 3487, 18
3488, 3488, 20
3489, 3489, 19
3490, 3490, 10
3491, 3491, 12
3492, 3492, 26
3493, 3493, 2
3494, 3494, 19
3495, 3495, 26
3496, 3496, 29
3497, 3497, 30
3498, 3498, 22
3499, 3499, 10
3500, 3500, 13
3501, 3501, 30
3502, 3502, 14
3503, 3503, 48
3504, 3504, 8
3505, 3505, 15
3506, 3506, 10
3507, 3507, 36
3508, 3508, 62
3509, 3509, 54
3510, 3510, 13
3511, 3511, 37
3512, 3512, 2
3513, 3513, 12
3514, 3514, 13
3515, 3515, 11
3516, 3516, 32
3517, 3517, 14
3518, 3518, 24
3519, 3519, 32
3520, 3520, 12
3521, 3521, 18
3522, 3522, 25
3523, 3523, 13
3524, 3524, 15
3525, 3525, 17
3526, 3526, 9
3527, 3527, 15
3528, 3528, 16
3529, 3529, 11
3530, 3530, 16
3531, 3531, 18
3532, 3532, 42
3533, 3533, 35
3533, 2719, 7
3534, 3534, 11
3535, 3535, 27
3536, 3536, 14
3537, 3537, 21
3538, 3538, 39
3539, 3539, 24
3540, 3540, 14
3541, 3541, 13
3542, 3542, 33
3542, 58, 2
3543, 3543, 15
3544, 3544, 9
3545, 3545, 42
3546, 3546, 4
3546, 4054, 1
3547, 3547, 28
3548, 3548, 19
3549, 3549, 13
3550, 3550, 28
3551, 3551, 9
3552, 3552, 7
3553, 3553, 34
3554, 3554, 14
3555, 3555, 12
3556, 3556, 22
3557, 3557, 26
3558, 3558, 8
3559, 3559, 7
3560, 3560, 19
3561, 3561, 4
3561, 4054, 1
3562, 3562, 5
3563, 3563, 23
3564, 3564, 19
3565, 3565, 23
3566, 3566, 14
3567, 3567, 19
3568, 3568, 22
3569, 3569, 16
3571, 3571, 50
3572, 3572, 24
3573, 3573, 14
3574, 3574, 14
3575, 3575, 12
3576, 3576, 49
3577, 3577, 43
3578, 3578, 48
3579, 3579, 12
3579, 1161, 1
3580, 3580, 7
3581, 3581, 16
3582, 3582, 26
3583, 3583, 18
3584, 3584, 11
3585, 3585, 28
3586, 3586, 21
3587, 3587, 11
3588, 3588, 14
3589, 3589, 17
3590, 3590, 23
3591, 3591, 61
3591, 1985, 13
3592, 3592, 9
3593, 3593, 17
3594, 3594, 17
3595, 3595, 38
3596, 3596, 15
3597, 3597, 5
3598, 3598, 15
3599, 3599, 14
3600, 3600, 38
3600, 319, 1
3601, 3601, 8
3601, 8999, 1
3602, 3602, 10
3603, 3603, 27
3604, 3604, 15
3605, 3605, 16
3605, 3255, 1
3606, 3606, 21
3607, 3607, 13
3608, 3608, 34
3609, 3609, 26
3610, 3610, 10
3611, 3611, 2
3612, 3612, 14
3613, 3613, 9
3614, 3614, 5
3614, 1, 9
3614, 2000, 1
3615, 3615, 15
3616, 3616, 25
3617, 3617, 29
3618, 3618, 22
3619, 3619, 24
3620, 3620, 15
3621, 3621, 43
3621, 343, 1
3622, 3622, 20
3623, 3623, 47
3624, 3624, 10
3625, 3625, 27
3626, 3626, 21
3627, 3627, 38
3628, 3628, 14
3629, 3629, 2
3630, 3630, 8
3631, 3631, 3
3632, 3632, 22
3633, 3633, 15
3634, 3634, 13
3635, 3635, 10
3636, 3636, 21
3637, 3637, 17
3638, 3638, 5
3639, 3639, 18
3640, 3640, 11
3641, 3641, 3
3642, 3642, 13
3643, 3643, 12
3644, 3644, 4
3645, 3645, 20
3646, 3646, 19
3647, 3647, 18
3648, 3648, 19
3649, 3649, 16
3650, 3650, 22
3651, 3651, 20
3652, 3652, 31
3653, 3653, 24
3654, 3654, 16
3655, 3655, 8
3656, 3656, 48
3657, 3657, 9
3658, 3658, 35
3659, 3659, 15
3660, 3660, 34
3661, 3661, 7
3662, 3662, 17
3663, 3663, 35
3664, 3664, 11
3665, 3665, 11
3666, 3666, 69
3667, 3667, 31
3668, 3668, 79
3669, 3669, 21
3670, 3670, 6
3671, 3671, 8
3672, 3672, 5
3673, 3673, 36
3674, 3674, 8
3675, 3675, 24
3676, 3676, 15
3677, 3677, 2
3678, 3678, 28
3679, 3679, 17
3680, 3680, 52
3681, 3681, 10
3682, 3682, 2
3683, 3683, 16
3684, 3684, 2
3685, 3685, 43
3686, 3686, 39
3687, 3687, 5
3688, 3688, 15
3689, 3689, 16
3690, 3690, 30
3691, 3691, 6
3692, 3692, 60
3693, 3693, 18
3694, 3694, 21
3695, 3695, 20
3696, 3696, 23
3697, 3697, 9
3698, 3698, 37
3698, 1730, 1
3699, 3699, 11
3700, 3700, 6
3700, 3456, 8
3701, 3701, 16
3701, 728, 4
3702, 3702, 8
3703, 3703, 57
3704, 3704, 24
3705, 3705, 73
3706, 3706, 18
3707, 3707, 8
3708, 3708, 11
3709, 3709, 13
3710, 3710, 15
3711, 3711, 15
3711, 3703, 1
3712, 3712, 17
3713, 3713, 17
3714, 3714, 29
3715, 3715, 8
3716, 3716, 8
3717, 3717, 12
3718, 3718, 29
3719, 3719, 12
3720, 3720, 8
3721, 3721, 6
3722, 3722, 29
3723, 3723, 25
3724, 3724, 34
3725, 3725, 9
3726, 3726, 14
3727, 3727, 29
3727, 3277, 1
3728, 3728, 21
3729, 3729, 13
3730, 3730, 13
3731, 3731, 72
3731, 3396, 3
3732, 3732, 17
3733, 3733, 11
3734, 3734, 7
3735, 3735, 17
3736, 3736, 24
3737, 3737, 10
3738, 3738, 19
3739, 3739, 5
3740, 3740, 51
3741, 3741, 41
3742, 3742, 39
3743, 3743, 4
3744, 3744, 30
3745, 3745, 12
3746, 3746, 6
3747, 3747, 2
3748, 3748, 25
3749, 3749, 3
3750, 3750, 22
3751, 3751, 19
3752, 3752, 23
3753, 3753, 8
3754, 3754, 16
3755, 3755, 5
3756, 3756, 19
3757, 3757, 22
3758, 3758, 2
3759, 3759, 10
3760, 3760, 16
3761, 3761, 20
3761, 2707, 2
3761, 2050, 2
3761, 2327, 1
3761, 411, 2
3761, 187, 1
3761, 1032, 1
3762, 3762, 23
3763, 3763, 52
3764, 3764, 14
3765, 3765, 25
3766, 3766, 17
3767, 3767, 8
3768, 3768, 2
3769, 3769, 32
3769, 411, 1
3770, 3770, 24
3770, 2794, 1
3771, 3771, 14
3772, 3772, 9
3773, 3773, 21
3774, 3774, 14
3775, 3775, 1
3776, 3776, 14
3777, 3777, 22
3778, 3778, 10
3779, 3779, 33
3780, 3780, 5
3781, 3781, 10
3782, 3782, 12
3782, 1867, 1
3783, 3783, 20
3783, 352, 9
3784, 3784, 12
3785, 3785, 31
3786, 3786, 14
3787, 3787, 11
3788, 3788, 10
3789, 3789, 14
3790, 3790, 9
3791, 3791, 22
3792, 3792, 12
3793, 3793, 13
3794, 3794, 6
3795, 3795, 10
3796, 3796, 19
3797, 3797, 8
3797, 2317, 1
3797, 711, 1
3797, 4003, 1
3798, 3798, 50
3799, 3799, 20
3800, 3800, 14
3801, 3801, 16
3802, 3802, 13
3803, 3803, 22
3803, 5057, 1
3804, 3804, 18
3805, 3805, 28
3806, 3806, 6
3807, 3807, 19
3808, 3808, 23
3809, 3809, 27
3810, 3810, 4
3810, 3801, 1
3811, 3811, 34
3812, 3812, 96
3812, 2000, 1
3813, 3813, 37
3814, 3814, 16
3815, 3815, 10
3816, 3816, 37
3817, 3817, 24
3818, 3818, 13
3819, 3819, 15
3819, 3891, 1
3820, 3820, 6
3821, 3821, 11
3822, 3822, 15
3823, 3823, 57
3824, 3824, 11
3825, 3825, 10
3826, 3826, 26
3827, 3827, 6
3828, 3828, 48
3829, 3829, 16
3829, 3731, 2
3830, 3830, 5
3831, 3831, 23
3832, 3832, 45
3833, 3833, 16
3834, 3834, 13
3835, 3835, 10
3835, 3585, 1
3836, 3836, 36
3837, 3837, 44
3838, 3838, 23
3839, 3839, 27
3840, 3840, 19
3841, 3841, 4
3842, 3842, 10
3843, 3843, 43
3844, 3844, 3
3845, 3845, 77
3846, 3846, 13
3847, 3847, 12
3848, 3848, 20
3849, 3849, 11
3850, 3850, 5
3851, 3851, 10
3852, 3852, 15
3853, 3853, 6
3854, 3854, 14
3855, 3855, 18
3856, 3856, 10
3857, 3857, 9
3858, 3858, 9
3859, 3859, 27
3860, 3860, 38
3860, 2806, 1
3861, 3861, 6
3862, 3862, 24
3863, 3863, 15
3864, 3864, 34
3865, 3865, 19
3866, 3866, 6
3867, 3867, 11
3868, 3868, 6
3869, 3869, 6
3870, 3870, 40
3871, 3871, 34
3872, 3872, 34
3873, 3873, 46
3874, 3874, 19
3875, 3875, 19
3876, 3876, 16
3877, 3877, 17
3878, 3878, 14
3879, 3879, 16
3880, 3880, 5
3881, 3881, 6
3882, 3882, 11
3883, 3883, 18
3884, 3884, 17
3885, 3885, 10
3886, 3886, 21
3887, 3887, 3
3888, 3888, 19
3889, 3889, 38
3889, 3897, 1
3890, 3890, 9
3891, 3891, 32
3892, 3892, 6
3893, 3893, 9
3894, 3894, 8
3894, 3896, 1
3894, 3897, 2
3894, 3889, 2
3895, 3895, 27
3896, 3896, 17
3897, 3897, 20
3897, 3889, 3
3897, 3983, 1
3898, 3898, 21
3899, 3899, 18
3900, 3900, 14
3901, 3901, 23
3902, 3902, 12
3903, 3903, 23
3904, 3904, 16
3905, 3905, 6
3906, 3906, 15
3907, 3907, 15
3908, 3908, 56
3909, 3909, 8
3909, 1853, 1
3910, 3910, 6
3911, 3911, 10
3912, 3912, 14
3913, 3913, 18
3914, 3914, 29
3915, 3915, 17
3916, 3916, 22
3917, 3917, 30
3918, 3918, 2
3919, 3919, 16
3920, 3920, 9
3921, 3921, 6
3922, 3922, 10
3922, 2578, 1
3923, 3923, 17
3924, 3924, 44
3925, 3925, 34
3926, 3926, 13
3927, 3927, 28
3928, 3928, 17
3929, 3929, 2
3930, 3930, 66
3931, 3931, 23
3932, 3932, 15
3933, 3933, 9
3934, 3934, 18
3935, 3935, 20
3936, 3936, 15
3937, 3937, 7
3938, 3938, 20
3939, 3939, 5
3940, 3940, 4
3941, 3941, 9
3942, 3942, 1
3942, 1730, 1
3943, 3943, 9
3944, 3944, 54
3944, 44, 1
3945, 3945, 14
3946, 3946, 11
3947, 3947, 28
3948, 3948, 13
3949, 3949, 15
3950, 3950, 13
3951, 3951, 31
3952, 3952, 19
3953, 3953, 3
3954, 3954, 48
3955, 3955, 1
3956, 3956, 13
3957, 3957, 60
3958, 3958, 25
3959, 3959, 35
3960, 3960, 23
3961, 3961, 32
3962, 3962, 15
3963, 3963, 14
3964, 3964, 16
3965, 3965, 22
3965, 1815, 1
3966, 3966, 13
3966, 848, 2
3966, 596, 1
3967, 3967, 17
3968, 3968, 36
3969, 3969, 13
3970, 3970, 54
3971, 3971, 36
3971, 3107, 1
3972, 3972, 5
3973, 3973, 29
3974, 3974, 21
3975, 3975, 21
3976, 3976, 11
3977, 3977, 20
3978, 3978, 31
3979, 3979, 9
3980, 3980, 14
3981, 3981, 22
3982, 3982, 20
3983, 3983, 7
3984, 3984, 20
3985, 3985, 15
3986, 3986, 12
3987, 3987, 59
3988, 3988, 16
3989, 3989, 31
3989, 610, 3
3990, 3990, 18
3991, 3991, 18
3992, 3992, 22
3992, 956, 5
3992, 2287, 4
3992, 1279, 1
3992, 2662, 4
3992, 2006, 3
3993, 3993, 27
3994, 3994, 40
3995, 3995, 24
3996, 3996, 14
3997, 3997, 20
3998, 3998, 28
3999, 3999, 145
3999, 2317, 1
3999, 2845, 4
3999, 3000, 1
3999, 1171, 1
3999, 1981, 1
3999, 2432, 14
4000, 3560, 1
4001, 4001, 54
4002, 4002, 6
4003, 4003, 17
4004, 4004, 52
4005, 4005, 14
4005, 4000, 1
4006, 4006, 28
4007, 4007, 58
4008, 4008, 6
4009, 4009, 13
4010, 4010, 7
4010, 173, 9
4010, 682, 1
4010, 55, 2
4010, 1, 1
4010, 2399, 1
4010, 999, 1
4010, 140, 1
4011, 4011, 24
4011, 3560, 1
4011, 140, 1
4012, 4012, 27
4013, 4013, 48
4014, 4014, 38
4015, 4015, 54
4016, 4016, 53
4017, 4017, 39
4017, 3457, 1
4017, 1726, 1
4018, 4018, 24
4019, 4019, 7
4020, 4020, 35
4021, 4021, 11
4022, 4022, 24
4023, 4023, 22
4024, 4024, 16
4025, 4025, 8
4026, 4026, 9
4027, 4027, 11
4028, 4028, 13
4028, 423, 6
4028, 4054, 1
4029, 4029, 35
4030, 4030, 25
4031, 4031, 4
4032, 4032, 9
4033, 4033, 13
4034, 4034, 10
4035, 4035, 16
4035, 5, 1
4036, 4036, 39
4037, 4037, 33
4038, 4038, 14
4039, 4039, 19
4040, 4040, 54
4041, 4041, 18
4042, 4042, 19
4043, 4043, 43
4044, 4044, 9
4045, 4045, 17
4046, 4046, 10
4047, 4047, 35
4048, 4048, 24
4049, 4049, 14
4050, 4050, 8
4051, 4051, 89
4052, 4052, 49
4052, 5, 1
4053, 4053, 15
4054, 4054, 13
4055, 4055, 24
4056, 4056, 19
4057, 4057, 45
4058, 4058, 10
4059, 4059, 3
4060, 4060, 21
4060, 1883, 3
4061, 4061, 14
4062, 4062, 23
4063, 4063, 30
4064, 4064, 20
4065, 4065, 14
4066, 4066, 5
4066, 2088, 1
4066, 3201, 2
4066, 1980, 1
